,Lat,Lng,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Area_Suburban,Area_Rural,Marital_Married,Marital_Separated,Marital_NeverMarried,Marital_Divorced,Gender_Female,Gender_Nonbinary,Contract_Oneyear,Contract_TwoYear,InternetService_DSL,InternetService_None,PaymentMethod_BankTransferautomatic,PaymentMethod_MailedCheck,PaymentMethod_ElectronicCheck
1548,42.54849,-92.28049,18978,0,30,51266.47,8.913392702000001,11,1,0,0,0,0,1,0,0,0,0,0,1,1,0,12.77495667,207.609354,1612.238384,3,3,2,4,3,4,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1549,46.6684,-102.4987,87,0,40,7086.19,11.91525643,13,2,1,1,1,1,1,1,0,1,0,1,0,0,1,10.61383322,179.96558100000001,1068.3074800000002,2,1,2,4,5,2,4,3,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
1551,40.177820000000004,-77.40337,11910,2,56,24260.11,10.1263974,9,1,0,1,0,1,0,1,0,1,0,0,0,0,1,5.836790126,147.45641899999998,1177.455135,4,3,4,2,4,3,4,3,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1552,37.6795,-77.33458,30689,0,28,26169.39,9.799122634,11,1,0,0,0,0,1,0,1,0,0,0,1,0,1,2.965166415,139.95684,628.7420412,3,4,3,3,5,3,2,3,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1553,26.555559999999996,-98.73563,42582,4,44,36637.4,18.079904199999998,19,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1.45460211,192.44043200000002,619.3340158,4,4,5,2,4,4,3,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1554,40.691959999999995,-74.46494,3231,0,46,59689.49,11.24745547,11,1,0,1,1,1,1,1,0,0,0,1,0,0,0,12.63923748,137.469817,1534.0970929999999,2,1,1,5,3,4,5,2,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0
1555,38.29793,-120.62131000000001,1851,2,47,28528.32,11.15167976,7,1,0,1,0,0,1,1,0,0,0,0,1,1,1,8.460086502000001,240.11486800000003,1289.416735,3,3,4,4,3,3,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1557,40.67471,-89.60746,877,1,19,14075.36,10.29101591,18,1,1,0,1,1,1,0,1,0,1,0,0,1,0,10.12123118,162.48269399999998,1359.631961,4,4,3,4,3,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1558,38.70584,-122.38602,696,0,28,57821.02,9.20355866,15,2,0,0,0,0,0,0,1,0,0,0,1,0,0,8.915680176,139.95684,1116.314298,4,4,3,3,3,4,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1559,40.37271,-74.49384,9049,1,49,49781.85,10.58941533,13,1,0,0,1,0,1,1,0,0,0,0,0,0,1,8.249941923,112.484375,859.8649518,6,5,5,4,3,5,4,5,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1560,31.94098,-81.03654,8875,0,63,65095.99,15.40380196,16,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9.267785326,157.469817,788.6164497000001,2,2,3,4,3,2,3,3,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
1561,41.56878,-92.87127,1426,3,44,87367.88,6.172326327,17,0,0,0,0,1,1,1,1,1,1,0,1,1,0,9.300517617,257.651257,2113.787891,2,3,3,4,1,4,5,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1562,36.29972,-94.13837,40770,3,70,8253.96,8.983435185,11,0,0,0,1,0,1,0,1,1,1,0,1,0,1,2.4273806469999997,142.49926299999998,718.4643308999999,5,4,5,2,5,4,4,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1563,39.528040000000004,-76.43925,12096,1,48,26404.76,11.41922534,8,0,0,0,1,1,1,0,1,1,0,0,0,1,0,23.27091932,152.45551899999998,2764.347068,3,3,2,4,3,4,3,4,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1564,39.67382,-96.8666,396,1,36,73656.97,3.19378035,13,1,0,0,1,1,1,0,0,1,1,0,0,1,1,2.9161444189999997,162.460772,1145.807042,6,6,4,3,4,4,4,5,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1565,44.84451,-106.83968999999999,25537,1,70,36461.2,13.03421755,11,3,1,0,1,0,1,1,0,0,0,0,1,0,0,8.245809832,149.944668,1317.69652,3,3,2,3,2,3,3,2,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0
1566,42.74045,-86.08943000000001,45487,1,75,49518.71,9.622553575,15,2,1,0,1,1,1,1,1,0,0,0,0,0,0,11.45756486,127.47834099999999,1526.1436410000001,5,5,4,3,4,3,2,4,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1567,37.98348,-76.03473000000001,113,1,56,40189.23,10.90971891,13,1,0,1,1,0,1,0,0,0,1,0,1,1,0,3.943033602,187.656013,919.2556886,3,3,3,3,4,4,2,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1568,32.54319,-86.86168,779,4,34,10934.28,7.4934785129999995,14,0,0,0,0,1,1,1,0,1,0,0,1,0,0,8.926271021,159.964152,1264.332813,4,4,3,2,3,5,5,4,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
1569,34.335809999999995,-84.3475,14606,4,45,16073.46,10.07234257,9,0,1,0,1,0,1,1,0,0,1,0,0,0,1,8.699764172,157.48359399999998,1087.336893,5,4,5,4,2,4,4,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1570,45.28772,-89.1812,1541,3,30,21317.81,5.980381112999999,15,0,0,0,1,1,1,0,0,0,0,0,1,0,1,7.897660605,137.439154,996.4395857999999,1,3,2,3,3,3,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1571,47.558479999999996,-122.00546000000001,28727,4,44,14007.48,10.31682421,14,0,0,0,0,0,1,0,0,1,0,1,1,0,1,9.098041235,172.44408,1177.993259,4,4,4,4,5,5,5,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1572,46.86146,-96.00126999999999,1907,0,34,52634.87,6.842059381,10,1,0,1,0,1,1,0,0,1,1,0,0,1,1,3.0985602660000002,182.460772,723.0321035000001,4,4,4,5,4,3,3,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1573,42.80168,-89.86335,2276,2,20,18384.77,14.03130715,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5.784022533,112.455141,629.4411173999999,5,5,5,4,3,4,4,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1574,40.2362,-90.66065,222,0,28,57881.2,8.051881131,16,1,2,1,1,0,1,0,0,1,0,1,0,0,1,2.722761372,114.983787,389.1228621,3,4,3,1,5,3,3,3,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0
1575,40.21455,-89.29926,83,8,35,47737.22,9.963528605,12,0,0,0,0,0,1,0,0,1,1,0,0,1,1,16.8649602,162.460772,2425.22825,4,4,4,5,3,5,5,3,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
1576,32.7087,-97.36341999999999,2920,2,80,23041.14,8.911535445,13,0,0,0,0,0,1,0,1,1,0,0,1,1,1,2.355538593,200.146524,778.2707383999999,2,1,3,3,3,4,3,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
1578,32.33785,-110.98551,32351,0,83,79304.79,10.22159613,13,3,0,0,0,0,1,1,0,1,0,1,1,1,0,11.53737155,242.643514,1507.329753,4,4,5,5,3,4,4,3,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
1579,39.09489,-84.70691,15560,0,43,9088.08,6.335681954,14,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1.760409672,242.65729100000001,871.1409059,2,3,3,3,3,2,3,2,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0
1581,33.87815,-93.55981,727,4,69,23424.87,9.170276293999999,12,0,0,0,1,0,1,0,0,0,0,0,1,1,1,17.78302494,175.133074,1970.8066600000002,4,4,3,3,3,5,5,5,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
1582,31.005340000000004,-103.76187,886,8,32,57380.34,9.231958141,14,1,1,0,1,0,1,1,0,0,0,1,1,0,0,12.68609343,162.45383,2025.927893,3,4,4,2,4,3,4,3,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
1583,32.68905,-102.74146,16243,3,75,80269.13,12.3404636,12,0,0,0,1,1,0,1,1,0,1,0,0,1,0,18.55974516,174.98820800000001,2332.1904210000002,1,1,1,3,2,3,2,3,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
1584,41.67474,-88.14442,22202,5,46,13862.09,12.55644716,8,1,0,0,1,0,1,1,0,0,0,0,1,0,1,5.970269701,169.944668,966.6292325,3,1,3,5,3,2,3,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1585,39.58062,-104.95591,33103,5,23,23946.97,11.43130499,11,0,0,0,0,0,1,1,1,1,0,1,0,1,1,7.208423897,217.47019500000002,1233.819233,4,3,2,3,3,3,4,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
1586,41.571490000000004,-81.5268,9611,4,67,14236.42,3.2581523139999997,11,0,0,0,1,0,1,1,0,0,0,1,0,0,1,2.593102097,124.99353700000002,351.73145389999996,4,4,4,2,4,5,3,4,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
1587,41.47204,-86.69261999999999,1319,0,75,79322.08,8.127926453999999,10,0,0,1,0,0,1,1,1,1,0,1,0,1,0,5.105265612,184.993915,819.3644961,3,4,2,4,3,4,2,3,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
1588,43.719609999999996,-98.71463,799,2,56,55160.57,12.621855499999999,12,1,1,0,1,0,1,1,1,0,0,0,1,0,1,5.110208414,172.462354,760.1061976,3,2,3,3,2,5,4,3,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1589,42.047340000000005,-85.11419000000001,4088,3,60,19676.77,2.7371921439999998,11,0,0,0,0,0,1,1,0,1,1,0,1,1,0,2.840343779,242.65729100000001,1043.299446,4,3,4,4,4,4,2,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1590,36.99344,-83.21056,87,1,63,37639.9,10.93132736,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8.344516765,112.455141,667.4764252,2,2,3,3,5,3,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1592,45.86407,-69.87680999999999,309,1,87,8543.01,14.08561195,11,0,0,0,1,0,1,1,1,0,1,0,0,1,1,11.07800251,194.98820800000001,1204.745285,3,3,3,4,2,5,4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1593,42.15314,-89.39588,1839,2,67,80127.15,7.583881177,16,0,0,0,0,0,1,0,1,0,0,1,1,0,1,16.52190477,152.466002,1630.52375,4,3,4,3,4,2,3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1594,44.55294,-69.22251999999999,1673,4,66,30976.34,3.500092565,11,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1.7384866819999998,182.465269,515.5449981,2,3,4,5,1,4,5,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1595,38.88808,-104.65565,4435,3,75,45412.84,11.07379392,14,2,0,0,0,0,1,0,0,1,1,0,1,0,1,8.659495781,172.45785700000002,1090.460081,3,4,3,5,4,3,3,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1596,40.32806,-84.65193000000001,1026,4,88,42526.92,10.6510171,18,0,1,0,0,0,1,0,1,1,0,0,0,1,0,13.99605863,139.97923899999998,1465.984907,3,2,3,3,5,2,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1597,35.963409999999996,-105.3675,1531,4,64,9041.08,8.877390965,5,1,2,0,0,0,1,1,0,0,1,1,1,0,0,6.605815722000001,194.976769,1018.373473,2,2,3,4,2,3,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1598,41.76072,-71.14446,15786,1,87,46714.82,10.64177468,9,1,2,0,1,1,1,0,1,1,0,0,0,0,1,5.78844751,117.46859099999999,962.0380085,2,3,1,3,5,2,3,3,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
1599,41.29905,-96.10955,29143,1,55,9703.25,6.863563999,12,2,0,1,1,0,1,1,0,0,0,0,0,0,1,3.195246168,144.960655,426.0222677,3,3,4,3,4,3,3,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1600,35.45001,-97.56768000000001,15156,1,49,21409.33,10.89909265,11,1,0,0,1,1,1,1,0,0,0,1,0,0,0,14.87053577,137.469817,1737.8736210000002,4,5,4,6,2,5,4,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1601,35.38984,-82.36889000000001,34945,3,51,34722.76,9.013658897000001,12,0,1,0,0,0,1,0,0,1,1,0,0,1,1,7.521160625,182.460772,1039.74162,4,4,2,3,3,2,2,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1602,31.01268,-99.16058000000001,110,7,45,24686.12,7.163430764,14,1,0,0,1,0,1,1,0,1,1,1,1,0,1,3.845852341,197.472533,1454.3605710000002,4,4,3,3,3,3,4,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1603,36.47878,-99.43646,15529,3,75,4813.52,10.50347629,16,1,1,0,1,0,1,1,0,0,0,1,0,0,0,2.7316063930000003,157.469817,306.06642810000005,3,4,3,4,4,4,3,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1604,36.72286,-119.19346999999999,3759,0,83,30334.52,14.89095018,16,1,0,0,0,0,1,0,0,1,1,1,0,1,1,3.954689282,162.493654,636.8514545,4,3,3,5,2,3,4,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1605,40.66531,-74.2665,13568,4,43,15660.93,5.34790696,15,1,0,0,1,0,1,1,0,1,0,1,0,0,1,13.77689046,179.96558100000001,1440.784345,1,1,2,4,3,2,3,4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1606,32.39523,-91.47351,6709,1,82,47169.83,10.33803214,6,1,0,1,0,0,1,0,0,1,1,0,1,1,1,3.700907475,222.62805699999998,1274.602374,2,3,2,2,5,3,4,2,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1
1607,42.96555,-96.32775,1352,1,48,73601.3,10.43623772,12,0,1,0,0,0,1,0,1,1,1,0,0,0,1,5.638280421,149.99153,749.2520943,2,2,2,4,3,3,3,3,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
1608,41.90417,-72.54448000000001,6900,3,72,15728.61,7.738684002,7,1,0,0,1,1,1,0,0,0,1,0,0,1,1,10.87372395,139.965008,1647.3822300000002,4,5,4,4,4,5,5,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1609,46.26494,-97.43423,1170,2,79,20802.1,10.84469394,11,0,0,0,0,0,1,1,0,1,0,0,1,1,1,11.21152941,262.610632,1503.937766,3,4,4,3,2,5,3,5,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
1611,33.75962,-118.07346000000001,24494,0,23,61106.43,9.39206185,14,3,1,0,1,0,1,0,0,0,0,0,1,0,0,4.448210386,104.962874,691.4493988,3,5,3,2,5,3,6,3,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
1612,37.095259999999996,-82.94841,0,2,49,65891.79,5.259228749,10,1,0,0,0,0,1,1,1,1,0,0,1,1,0,4.7530207739999994,245.128318,1608.8520449999999,4,4,3,4,3,4,4,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1613,33.36103,-110.91301000000001,4595,1,45,59532.0,12.54222267,12,0,0,0,1,0,1,0,1,1,0,0,1,1,1,21.20445421,212.622804,2867.2260100000003,5,6,5,5,2,6,5,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1614,42.07441,-88.02265,21833,2,38,30756.94,5.149963811,13,0,0,1,0,0,0,0,1,1,1,0,0,1,1,9.217596711,184.97845800000002,1265.78479,3,2,2,4,3,4,4,4,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
1616,30.675240000000002,-92.42832,208,0,42,18470.04,6.683151371,15,3,1,0,0,0,1,1,0,1,0,0,0,1,1,21.04742054,202.443347,2154.2988379999997,4,3,4,3,4,4,1,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1617,39.742909999999995,-84.26066,335,1,66,23711.3,17.11399723,12,2,0,0,0,0,1,1,0,1,0,1,1,1,1,5.136076177,255.11979399999998,1435.783347,4,4,4,5,3,5,5,4,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
1618,35.02554,-81.39883,861,3,51,16425.42,5.55213244,12,0,0,1,0,0,1,1,1,0,1,1,0,0,1,11.80801038,152.51044199999998,1784.584135,3,3,4,3,4,1,3,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1619,29.82095,-99.31944,1817,2,75,25044.85,9.368606843,14,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1.5486000480000002,242.62805699999998,785.5416602999999,4,3,2,2,4,2,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1620,40.048120000000004,-94.14156,1098,3,35,46120.62,11.33498823,12,1,1,0,1,0,1,0,0,0,1,0,1,1,1,3.5085528860000004,220.132293,1014.075999,4,4,3,2,5,3,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1621,34.32535,-78.51763000000001,2596,2,47,80667.11,8.78020639,12,1,1,0,0,0,1,1,0,1,1,1,0,0,1,11.30820237,160.01224,1331.25339,2,3,4,4,4,3,4,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1622,40.203,-76.86587,15722,3,39,14970.89,14.75151191,12,0,0,0,0,0,1,1,1,1,0,0,0,0,1,18.36209103,149.974105,2283.190011,3,4,4,3,3,5,4,4,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
1624,42.45685,-96.05389,2521,1,58,13157.91,10.58651971,15,0,1,0,1,0,1,0,0,1,1,1,0,1,1,11.71117991,162.493654,1385.152156,3,3,4,2,4,3,2,3,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1625,37.73095,-115.24785,102,5,71,82960.42,9.885701354,5,0,1,1,1,1,1,0,1,0,0,1,0,0,0,4.589210527,95.005709,618.4967851,3,3,4,2,3,3,3,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1626,37.06392,-79.27635,5527,4,24,118120.16,12.61644158,14,0,0,1,1,0,1,1,1,1,0,1,0,1,0,11.58448327,197.470195,2054.101088,5,4,5,1,3,5,4,4,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
1627,41.45518,-80.82996,2041,2,43,3949.33,13.98169147,12,0,0,1,0,0,1,0,1,0,0,0,0,0,1,5.810822315,82.49654699999999,631.4316327,4,4,4,3,4,2,3,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
1628,39.64216,-104.96251000000001,23117,1,41,20881.22,6.312280543,12,0,1,0,0,0,1,1,1,0,0,0,1,0,0,7.00096668,172.462354,933.4257317,5,4,5,4,2,5,4,3,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
1629,43.97677,-92.13965,1295,2,29,9514.35,6.977990294,12,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4.882004458,127.474951,772.3133729,5,4,4,1,5,3,3,3,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
1630,37.10502,-122.10683999999999,681,0,77,26268.58,9.903990927,12,0,1,0,1,0,0,0,1,1,1,1,1,0,0,12.27728241,167.484705,1828.0570469999998,3,2,4,4,4,4,4,5,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
1631,40.69487,-96.38857,1152,2,52,21000.61,8.901128259,16,1,0,0,1,0,1,1,1,0,0,1,1,0,0,8.284579203,184.97151599999998,1123.759368,3,4,2,4,3,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1632,40.248059999999995,-74.0547,38443,1,82,45664.79,11.53924648,14,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1.609325308,172.45551899999998,464.47484180000004,3,4,3,4,4,3,3,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1635,38.52663,-123.00418,5100,1,42,27380.15,12.84779981,12,2,1,0,1,0,1,0,0,0,1,1,1,1,1,25.55038197,200.165175,2692.885423,2,3,2,4,2,4,4,4,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0
1636,40.28679,-85.03009,1612,0,67,78177.94,12.15570061,11,1,0,0,0,1,1,1,0,1,1,0,1,0,0,16.72537387,184.963371,2217.7348469999997,2,2,3,5,3,5,4,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1637,42.69982,-91.51016,2246,1,28,79775.67,8.730183974,16,3,0,0,0,0,1,0,0,1,0,1,0,0,0,6.955766017,127.460067,1262.531104,3,4,2,5,5,3,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1638,43.251870000000004,-98.16564,468,1,40,100437.39,13.47526316,9,2,0,0,1,0,1,0,0,0,0,0,1,0,0,20.31446952,137.439154,1919.4903969999998,3,3,3,3,3,3,5,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1639,42.358290000000004,-71.35918000000001,13970,1,75,9267.97,13.55747919,8,0,0,0,1,0,0,1,0,0,1,0,1,1,0,12.17994263,232.63780699999998,1970.26742,4,4,4,4,2,4,4,5,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0
1640,42.96062,-94.10806,591,4,72,47502.66,11.73060772,12,0,1,0,1,0,1,0,1,0,0,1,1,1,0,3.453443904,202.636202,1279.856552,3,4,4,4,4,4,3,2,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
1641,44.98431,-90.45645999999999,1402,1,73,94903.08,9.927146707,15,1,0,0,0,0,1,1,0,0,0,1,0,0,1,14.52416667,157.469817,1299.5973,3,4,3,4,3,3,5,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1642,31.97795,-81.08488,35457,2,59,83382.41,15.04128691,14,2,0,0,0,1,0,0,0,1,1,0,0,1,1,5.070551439,182.460772,781.9302227000001,2,4,3,5,4,5,4,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1643,45.71888,-109.60081000000001,570,3,73,11464.33,9.142773531,17,1,0,1,0,0,1,0,1,0,1,1,1,1,1,12.30462572,215.159141,2056.185889,5,4,4,3,4,6,3,2,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
1644,39.96695,-79.04005,2564,2,41,52050.69,11.79444395,16,1,0,0,1,0,1,1,0,1,1,0,1,1,1,10.01241216,275.133571,1615.418802,4,5,4,2,3,2,3,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1645,42.89258,-76.38475,8208,4,88,29720.95,14.03281402,11,0,0,0,1,0,1,0,1,1,1,0,1,0,1,4.261408572,142.49926299999998,840.5098283,4,3,3,3,3,2,3,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1646,42.208870000000005,-89.46757,1012,0,35,30106.96,8.653938933,7,0,0,0,1,0,1,1,0,1,1,0,1,0,1,19.28013343,204.963371,2118.488416,1,2,2,3,3,3,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1647,35.42674,-113.64092,217,0,18,61967.75,12.35416052,10,0,0,0,0,0,1,1,0,1,0,1,0,1,0,9.958831629,214.952509,1328.734281,4,4,5,4,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1648,39.389790000000005,-121.04431000000001,825,1,63,18571.0,8.044259405,11,2,1,0,0,0,1,1,0,1,1,0,1,0,1,4.300271811,204.963371,782.9998382,2,2,1,6,3,3,3,4,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1649,31.748240000000003,-92.74906999999999,734,8,82,51397.01,9.306477855,14,2,1,0,1,1,1,1,0,0,0,0,1,1,1,5.045543619,220.11486800000003,1540.140383,4,4,4,3,3,6,5,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1650,40.93517,-74.57845,10052,3,66,117333.44,12.02079888,13,1,0,1,0,0,1,1,0,0,1,1,0,0,0,7.1824413289999995,169.992756,785.4118808,4,3,4,4,3,3,3,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1651,41.79401,-87.97484,24529,1,86,11999.43,8.301200913999999,17,0,0,0,1,0,0,1,0,0,1,1,0,1,0,11.07083425,172.50340400000002,1136.5565199999999,3,3,3,2,4,4,4,3,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
1652,34.95707,-91.09852,540,2,20,30088.13,11.71398312,11,0,1,0,0,1,1,1,0,1,0,0,1,0,1,4.5093299589999996,192.44043200000002,933.8036457000001,5,4,3,3,2,5,4,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1653,41.784240000000004,-87.86893,30576,1,76,34415.0,10.9085806,9,1,0,0,1,0,1,0,0,1,0,1,1,1,1,2.1624779419999998,210.138,673.9015902000001,4,4,3,3,4,3,4,2,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0
1654,40.027,-80.01505,2270,2,29,82080.92,10.04784815,13,2,0,0,1,0,1,0,0,0,1,0,1,1,0,14.522236300000001,200.132293,2271.84102,4,3,2,3,4,5,4,4,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1655,43.796490000000006,-72.53527,3192,1,23,102905.68,8.034185681,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1.424712099,124.97808,316.7739538,3,3,4,5,2,4,4,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1656,41.78938,-72.66535,14534,2,55,16337.64,2.292587755,19,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1.849371568,184.96103300000001,1088.89675,4,4,5,3,5,3,3,4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1657,39.582229999999996,-86.37491999999999,22925,2,57,6959.92,13.03933816,14,0,1,0,0,0,1,1,0,0,0,0,0,0,1,6.526670837,112.484375,640.9334119,4,4,4,4,4,3,3,4,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
1658,40.41725,-90.81335,2337,0,30,106581.92,9.999338434,11,1,1,0,1,1,1,0,0,0,1,1,1,0,1,18.29218438,162.471255,1845.259523,2,3,3,3,4,3,5,4,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1659,40.33187,-78.77108,481,1,56,35504.27,9.588349767,12,1,0,0,1,0,1,0,0,1,0,0,0,0,0,11.06628519,114.950905,1420.927135,4,4,3,4,3,4,4,4,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1
1660,40.25315,-106.86992,2145,4,83,1277.42,9.96958238,15,0,0,0,1,1,1,0,1,1,0,1,0,1,0,11.82576277,152.488401,1312.700259,3,2,2,4,2,5,4,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1661,47.32197,-119.63358000000001,11239,0,39,15045.78,7.560275882999999,14,1,1,0,0,1,1,0,0,1,0,0,1,1,1,12.23362353,230.105118,1632.365102,3,4,3,4,3,5,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1662,39.25607,-90.55969,494,4,52,78085.72,7.372127002,13,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2.552193205,127.473844,913.9152885999999,1,1,2,3,3,2,3,3,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
1663,29.005840000000003,-82.18283000000001,19522,0,35,44287.84,9.032429129,13,3,2,0,1,0,1,1,1,1,0,0,1,0,0,21.87100089,194.95811799999998,2273.7819649999997,3,4,3,3,3,4,3,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
